listing_id,num_reviews_sampled,avg_sentiment_score,num_reviews_total,sentiment_label
30181110,30,0.8236,546,Positiv
30201336,30,0.7736,141,Positiv
30217856,30,0.8041,149,Positiv
30250593,30,0.765,77,Positiv
30277679,30,0.7696,592,Positiv
30312452,30,0.7912,349,Positiv
30320743,30,0.8061,118,Positiv
30336216,30,0.6382,183,Positiv
30341915,30,0.6933,76,Positiv
30342012,20,0.6395,20,Positiv
30342048,9,0.6184,9,Positiv
30394634,30,0.849,78,Positiv
30409903,30,0.7586,243,Positiv
30416633,8,0.7696,8,Positiv
30416806,30,0.6626,151,Positiv
30454884,30,0.7009,43,Positiv
30504567,30,0.8516,361,Positiv
30505077,30,0.9131,307,Positiv
30537920,30,0.7828,86,Positiv
30549546,30,0.7717,239,Positiv
30574123,30,0.7382,320,Positiv
30685735,30,0.6954,159,Positiv
30709223,5,0.7796,5,Positiv
30769511,30,0.8156,209,Positiv
30782202,30,0.7166,84,Positiv
30844209,30,0.8538,59,Positiv
30944720,30,0.8362,184,Positiv
30945100,30,0.739,56,Positiv
30954160,28,0.7314,28,Positiv
30954580,30,0.7624,289,Positiv
30972132,17,0.8103,17,Positiv
31028497,30,0.757,119,Positiv
31080937,30,0.8884,46,Positiv
31085718,30,0.4721,134,Positiv
31099039,30,0.7037,51,Positiv
31101558,22,0.9147,22,Positiv
31112470,30,0.7218,181,Positiv
31135768,30,0.7009,305,Positiv
31139244,30,0.7587,254,Positiv
31162361,30,0.7753,122,Positiv
31197914,30,0.8567,132,Positiv
31202827,30,0.783,537,Positiv
31247580,30,0.6496,65,Positiv
31248448,30,0.7001,366,Positiv
31250102,30,0.7063,131,Positiv
31250649,30,0.685,141,Positiv
31254607,30,0.6444,246,Positiv
31311771,30,0.7754,156,Positiv
31354451,30,0.8429,219,Positiv
31401399,30,0.6715,420,Positiv
31426613,30,0.8294,48,Positiv
31452541,30,0.8421,320,Positiv
31477450,30,0.7781,205,Positiv
31480996,30,0.6365,184,Positiv
31489860,30,0.6136,61,Positiv
31501544,30,0.7197,242,Positiv
31552923,30,0.7943,115,Positiv
31556126,30,0.707,129,Positiv
31557864,30,0.8273,232,Positiv
31623079,30,0.6596,76,Positiv
31634136,30,0.7692,66,Positiv
31634300,21,0.7722,21,Positiv
31634304,30,0.7304,31,Positiv
31636213,30,0.7069,61,Positiv
31659961,30,0.8759,508,Positiv
31660264,30,0.7827,74,Positiv
31660404,30,0.8686,35,Positiv
31660734,30,0.697,61,Positiv
31663754,30,0.7042,108,Positiv
31663964,21,0.6194,21,Positiv
31666738,30,0.817,164,Positiv
31681663,30,0.7794,132,Positiv
31741590,30,0.7181,222,Positiv
31776107,30,0.7772,154,Positiv
31795110,30,0.7238,66,Positiv
31840748,30,0.7563,144,Positiv
31873724,30,0.7587,150,Positiv
31917427,30,0.7453,41,Positiv
31947801,30,0.8127,261,Positiv
31948769,30,0.601,35,Positiv
32001931,30,0.8443,99,Positiv
32009685,5,0.8516,5,Positiv
32037592,30,0.7271,34,Positiv
32039158,30,0.8494,467,Positiv
32056059,30,0.8563,542,Positiv
32057463,30,0.7269,544,Positiv
32057682,30,0.7923,577,Positiv
32083144,1,0.838,1,Positiv
32106498,30,0.8481,282,Positiv
32106972,30,0.7782,239,Positiv
32122024,30,0.701,31,Positiv
32122036,30,0.7257,40,Positiv
32122044,30,0.792,87,Positiv
32122056,30,0.7053,132,Positiv
32153255,30,0.6423,274,Positiv
32153488,30,0.7545,89,Positiv
32160830,30,0.7026,87,Positiv
32161182,30,0.785,394,Positiv
32161820,30,0.5562,77,Positiv
32175637,30,0.6646,214,Positiv
32181941,30,0.6878,92,Positiv
32182108,9,0.8349,9,Positiv
32182366,30,0.7868,44,Positiv
32184260,17,0.7737,17,Positiv
32208971,30,0.8583,327,Positiv
32230914,30,0.8023,116,Positiv
32280198,30,0.7508,285,Positiv
32299743,23,0.7296,23,Positiv
32300495,30,0.6445,55,Positiv
32306364,30,0.5701,142,Positiv
32332375,30,0.8178,140,Positiv
32332659,30,0.5301,229,Positiv
32348424,30,0.6624,176,Positiv
32357389,17,0.6459,17,Positiv
32357882,30,0.7831,106,Positiv
32392774,30,0.836,184,Positiv
32394893,30,0.883,333,Positiv
32415685,12,0.4736,12,Positiv
32444823,30,0.8026,216,Positiv
32458809,30,0.8612,114,Positiv
32459740,30,0.8473,109,Positiv
32460590,30,0.8141,92,Positiv
32461637,30,0.6695,55,Positiv
32480665,30,0.8649,265,Positiv
32482927,30,0.7301,37,Positiv
32483344,4,0.8578,4,Positiv
32483731,30,0.645,41,Positiv
32487518,30,0.7512,33,Positiv
32508353,30,0.8252,116,Positiv
32543257,30,0.8152,152,Positiv
32550953,30,0.7758,152,Positiv
32588153,30,0.704,157,Positiv
32588920,30,0.8247,169,Positiv
32590343,30,0.7637,137,Positiv
32590555,30,0.7583,168,Positiv
32610853,30,0.7879,337,Positiv
32611329,30,0.7568,119,Positiv
32624406,5,0.587,5,Positiv
32624547,6,0.7649,6,Positiv
32656915,30,0.5935,67,Positiv
32658739,30,0.8575,132,Positiv
32660906,4,0.1779,4,Positiv
32667602,30,0.8173,286,Positiv
32667649,30,0.8248,220,Positiv
32679280,30,0.7673,78,Positiv
32708044,30,0.5492,250,Positiv
32757821,25,0.672,25,Positiv
32764239,30,0.6451,105,Positiv
32772408,30,0.7411,290,Positiv
32776332,30,0.8707,39,Positiv
32781004,30,0.6792,72,Positiv
32799317,30,0.7203,39,Positiv
32802954,30,0.8215,351,Positiv
32834214,30,0.657,40,Positiv
32836975,30,0.5986,54,Positiv
32837829,7,0.8736,7,Positiv
32856276,30,0.7444,33,Positiv
32857574,30,0.7009,81,Positiv
32859498,30,0.7263,48,Positiv
32859783,30,0.5493,207,Positiv
32860146,30,0.7404,49,Positiv
32860887,30,0.8339,36,Positiv
32861690,30,0.744,41,Positiv
32907229,13,0.7455,13,Positiv
32908088,30,0.718,42,Positiv
32918244,30,0.7367,36,Positiv
32941072,30,0.8651,259,Positiv
32947956,3,0.9037,3,Positiv
32954275,30,0.7057,76,Positiv
32975968,1,0.608,1,Positiv
32976284,30,0.8333,263,Positiv
32976527,30,0.8614,77,Positiv
32982530,30,0.7327,80,Positiv
33001187,30,0.7847,431,Positiv
33013172,30,0.7949,288,Positiv
33032410,30,0.6724,37,Positiv
33043605,30,0.8752,252,Positiv
33054913,30,0.7591,250,Positiv
33084537,30,0.79,118,Positiv
33133859,30,0.7853,191,Positiv
33136428,30,0.7867,67,Positiv
33156649,1,0.8846,1,Positiv
33156941,16,0.7587,16,Positiv
33186319,30,0.7022,138,Positiv
33208981,30,0.7634,152,Positiv
33210965,30,0.7252,159,Positiv
33212427,30,0.718,92,Positiv
33215818,30,0.5519,46,Positiv
33233289,30,0.8547,31,Positiv
33240270,30,0.8374,165,Positiv
33260831,30,0.7191,112,Positiv
33311280,30,0.6859,178,Positiv
33313618,30,0.8046,133,Positiv
33322878,30,0.7878,44,Positiv
33334883,30,0.7934,39,Positiv
33360914,30,0.8326,572,Positiv
33361256,30,0.7358,326,Positiv
33364669,30,0.8171,186,Positiv
33371932,5,0.8843,5,Positiv
33381018,30,0.747,110,Positiv
33382964,30,0.7539,117,Positiv
33383723,30,0.8444,54,Positiv
33385487,30,0.7842,526,Positiv
33386168,30,0.7659,193,Positiv
33389728,30,0.7756,170,Positiv
33399168,27,0.7359,27,Positiv
33399606,30,0.8452,609,Positiv
33404798,30,0.8412,740,Positiv
33411380,30,0.6982,562,Positiv
33413422,9,0.7076,9,Positiv
33421592,30,0.9006,268,Positiv
33439124,2,0.8639,2,Positiv
33440398,29,0.7353,29,Positiv
33440733,1,0.9486,1,Positiv
33441038,4,0.8614,4,Positiv
33444515,26,0.7311,26,Positiv
33452110,30,0.8742,365,Positiv
33461314,30,0.8595,551,Positiv
33469669,30,0.7628,37,Positiv
33488699,30,0.7516,443,Positiv
33490617,30,0.7427,50,Positiv
33503494,30,0.57,56,Positiv
33508377,30,0.821,97,Positiv
33514185,30,0.8344,58,Positiv
33518160,30,0.7748,310,Positiv
33518593,23,0.8378,23,Positiv
33527636,17,0.9116,17,Positiv
33543210,30,0.7307,46,Positiv
33547537,30,0.7998,62,Positiv
33547908,30,0.7801,88,Positiv
33550242,30,0.84,136,Positiv
33556334,30,0.8369,184,Positiv
33556445,30,0.6498,69,Positiv
33575430,30,0.6439,61,Positiv
33583621,30,0.8328,123,Positiv
33587055,3,0.8978,3,Positiv
33605341,30,0.737,57,Positiv
33607365,30,0.7902,197,Positiv
33610515,30,0.6553,273,Positiv
33624233,30,0.7579,77,Positiv
33624772,30,0.7986,32,Positiv
33625019,30,0.7687,69,Positiv
33625040,30,0.7515,81,Positiv
33625427,30,0.7822,127,Positiv
33625690,30,0.777,91,Positiv
33627865,9,0.721,9,Positiv
33628474,30,0.7236,131,Positiv
33631376,30,0.622,60,Positiv
33631886,30,0.7255,142,Positiv
33632027,30,0.8478,126,Positiv
33632260,30,0.7999,143,Positiv
33633999,1,-0.5691,1,Negativ
33634009,24,0.6734,24,Positiv
33634639,22,0.6503,22,Positiv
33635126,26,0.7231,26,Positiv
33635550,25,0.8022,25,Positiv
33640387,30,0.795,150,Positiv
33648390,30,0.8345,100,Positiv
33651174,30,0.6529,58,Positiv
33652294,30,0.7945,56,Positiv
33660239,25,0.7688,25,Positiv
33660982,30,0.707,60,Positiv
33670996,30,0.6686,100,Positiv
33671709,30,0.8281,116,Positiv
33679447,30,0.8425,534,Positiv
33697580,30,0.7486,191,Positiv
33703539,30,0.8062,34,Positiv
33709555,30,0.5764,103,Positiv
33709748,30,0.659,214,Positiv
33709905,30,0.6965,138,Positiv
33710090,30,0.856,94,Positiv
33710116,30,0.8392,189,Positiv
33710220,30,0.7168,209,Positiv
33710374,30,0.7983,49,Positiv
33710536,30,0.5716,181,Positiv
33710652,30,0.784,161,Positiv
33710818,30,0.5505,119,Positiv
33710925,30,0.7463,128,Positiv
33711126,30,0.7479,99,Positiv
33711205,30,0.845,202,Positiv
33711212,30,0.6639,101,Positiv
33711307,30,0.7998,185,Positiv
33711417,30,0.7174,83,Positiv
33713464,30,0.8561,162,Positiv
33728659,30,0.7219,48,Positiv
33734807,30,0.7921,304,Positiv
33737983,30,0.6448,47,Positiv
33738511,30,0.6662,33,Positiv
33738644,30,0.5377,91,Positiv
33747430,30,0.7507,105,Positiv
33764049,30,0.7234,177,Positiv
33765432,2,0.9479,2,Positiv
33767944,22,0.7315,22,Positiv
33768358,30,0.8492,103,Positiv
33768645,30,0.7918,65,Positiv
33769029,30,0.7177,71,Positiv
33769316,30,0.7006,215,Positiv
33771564,30,0.7175,200,Positiv
33790903,30,0.7933,268,Positiv
33791628,30,0.7624,145,Positiv
33798933,30,0.7266,155,Positiv
33800810,30,0.759,176,Positiv
33817184,30,0.8013,42,Positiv
33817217,30,0.7552,73,Positiv
33817243,30,0.8266,81,Positiv
33823036,30,0.7466,99,Positiv
33825567,4,0.4274,4,Positiv
33831570,30,0.6808,85,Positiv
33850322,30,0.7493,119,Positiv
33853725,30,0.7899,377,Positiv
33855069,30,0.6541,239,Positiv
33855184,30,0.6411,385,Positiv
33866536,30,0.6649,30,Positiv
33872589,19,0.8857,19,Positiv
33899304,12,0.357,12,Positiv
33920833,30,0.7529,504,Positiv
33950422,30,0.7749,86,Positiv
33955305,30,0.8139,243,Positiv
33960872,30,0.7393,293,Positiv
33971570,30,0.8113,247,Positiv
33982019,11,0.5399,11,Positiv
33996961,30,0.8034,286,Positiv
34009777,9,0.8902,9,Positiv
34036744,30,0.7041,186,Positiv
34047583,30,0.6413,74,Positiv
34093092,30,0.7764,32,Positiv
34114061,30,0.8874,547,Positiv
34163310,23,0.7821,23,Positiv
34173242,9,0.9024,9,Positiv
34173461,30,0.848,260,Positiv
34174007,11,0.5981,11,Positiv
34174267,30,0.7106,44,Positiv
34189441,17,0.7523,17,Positiv
34189955,29,0.8412,29,Positiv
34190183,20,0.6965,20,Positiv
34190356,5,0.5405,5,Positiv
34190456,25,0.8036,25,Positiv
34190554,9,0.7097,9,Positiv
34191785,30,0.7352,41,Positiv
34192280,30,0.7969,127,Positiv
34262563,2,0.8694,2,Positiv
34266745,2,0.9385,2,Positiv
34268488,7,0.687,7,Positiv
34269512,2,0.135,2,Positiv
34274170,1,0.815,1,Positiv
34276307,30,0.8342,143,Positiv
34276881,30,0.872,36,Positiv
34277438,30,0.7457,79,Positiv
34283921,30,0.8113,168,Positiv
34291827,30,0.7883,110,Positiv
34301553,30,0.7666,276,Positiv
34310918,30,0.867,326,Positiv
34321679,30,0.7759,96,Positiv
34338972,30,0.6948,335,Positiv
34348817,30,0.8424,64,Positiv
34350266,13,0.5949,13,Positiv
34433002,30,0.8562,69,Positiv
34473705,12,0.8063,12,Positiv
34500335,30,0.8003,62,Positiv
34532824,30,0.7384,90,Positiv
34540478,30,0.8355,148,Positiv
34586241,30,0.7278,146,Positiv
34587787,30,0.5846,54,Positiv
34621515,1,-0.5995,1,Negativ
34621542,30,0.7214,81,Positiv
34682273,30,0.8201,89,Positiv
34700135,30,0.884,46,Positiv
34711334,30,0.5528,40,Positiv
34767088,7,0.6809,7,Positiv
34783192,2,0.7897,2,Positiv
34783638,7,0.6681,7,Positiv
34802787,30,0.8821,129,Positiv
34802854,30,0.6848,75,Positiv
34808982,30,0.6494,126,Positiv
34826182,30,0.7447,410,Positiv
35006670,30,0.7754,169,Positiv
35061748,30,0.696,266,Positiv
35086536,30,0.8994,193,Positiv
35119798,30,0.7066,85,Positiv
35140316,30,0.7978,445,Positiv
35176772,30,0.7806,91,Positiv
35214297,30,0.7518,32,Positiv
35226196,19,0.7621,19,Positiv
35359158,30,0.7191,473,Positiv
35372446,30,0.524,99,Positiv
35441379,30,0.7349,53,Positiv
35442106,26,0.8295,26,Positiv
35476921,30,0.7499,100,Positiv
35526398,30,0.6993,39,Positiv
35535444,30,0.7163,36,Positiv
35540054,21,0.5758,21,Positiv
35559901,30,0.7696,309,Positiv
35562583,30,0.7943,155,Positiv
35604140,30,0.8092,249,Positiv
35699243,30,0.6868,100,Positiv
35791219,26,0.8147,26,Positiv
35795365,30,0.8457,32,Positiv
35816550,30,0.6769,117,Positiv
35823913,1,0.8841,1,Positiv
35823923,2,0.918,2,Positiv
35823924,1,0.9849,1,Positiv
35823934,4,0.1497,4,Positiv
35823937,2,0.9313,2,Positiv
35831990,6,0.2943,6,Positiv
35850101,30,0.656,105,Positiv
35854447,30,0.8501,151,Positiv
35867614,30,0.8984,127,Positiv
35867936,30,0.8146,134,Positiv
35902369,30,0.8293,97,Positiv
35960585,30,0.8201,229,Positiv
35990313,7,0.8846,7,Positiv
35994597,24,0.5461,24,Positiv
36013199,30,0.6882,363,Positiv
36028883,30,0.6548,219,Positiv
36052589,30,0.7646,42,Positiv
36052611,30,0.5694,124,Positiv
36063748,30,0.8361,215,Positiv
36073614,30,0.7314,148,Positiv
36099605,30,0.7607,168,Positiv
36121440,30,0.8199,33,Positiv
36121454,20,0.6407,20,Positiv
36125487,8,0.8202,8,Positiv
36125503,1,0.9745,1,Positiv
36128400,5,0.8699,5,Positiv
36132241,3,0.4797,3,Positiv
36132270,10,0.2119,10,Positiv
36166481,3,0.4508,3,Positiv
36193481,30,0.7924,136,Positiv
36248419,3,0.8357,3,Positiv
36249862,16,0.659,16,Positiv
36260199,12,0.9049,12,Positiv
36329316,30,0.6741,56,Positiv
36351887,30,0.8357,36,Positiv
36354504,30,0.7075,92,Positiv
36367740,30,0.6285,69,Positiv
36405127,30,0.8059,134,Positiv
36422685,30,0.7927,110,Positiv
36429549,30,0.7975,30,Positiv
36446876,1,0.9713,1,Positiv
36485321,30,0.7015,54,Positiv
36508193,30,0.626,32,Positiv
36513586,30,0.7874,104,Positiv
36547175,30,0.6843,40,Positiv
36572276,13,0.5312,13,Positiv
36579484,30,0.8165,187,Positiv
36592274,30,0.6486,71,Positiv
36628735,30,0.642,54,Positiv
36630901,30,0.7737,169,Positiv
36631981,30,0.7664,60,Positiv
36655046,17,0.2783,17,Positiv
36660082,30,0.8151,121,Positiv
36660193,12,0.7921,12,Positiv
36661495,30,0.5949,51,Positiv
36661780,30,0.804,77,Positiv
36662009,30,0.7335,86,Positiv
36662285,20,0.4603,20,Positiv
36662727,30,0.747,127,Positiv
36663280,30,0.7396,72,Positiv
36663502,30,0.8198,111,Positiv
36686935,15,0.6363,15,Positiv
36728289,30,0.7993,313,Positiv
36745777,28,0.7905,28,Positiv
36747017,30,0.6238,144,Positiv
36747104,30,0.409,52,Positiv
36747189,30,0.7745,51,Positiv
36747460,30,0.7594,93,Positiv
36747805,30,0.7225,214,Positiv
36747947,30,0.7159,37,Positiv
36748349,13,0.5684,13,Positiv
36748661,30,0.8399,50,Positiv
36748890,30,0.7549,40,Positiv
36750627,30,0.7488,139,Positiv
36750943,30,0.8977,77,Positiv
36751404,30,0.6545,138,Positiv
36869687,30,0.6055,142,Positiv
36895317,30,0.8508,73,Positiv
36899475,30,0.7799,72,Positiv
36900427,30,0.8537,67,Positiv
36934646,30,0.901,259,Positiv
36937960,17,0.2577,17,Positiv
36966298,30,0.879,129,Positiv
36990703,30,0.7849,47,Positiv
37006735,30,0.7066,147,Positiv
37036661,30,0.5724,143,Positiv
37038826,30,0.7092,34,Positiv
37193485,17,0.7173,17,Positiv
37239213,30,0.7799,54,Positiv
37266148,19,0.5875,19,Positiv
37268589,7,0.3826,7,Positiv
37269175,9,0.8935,9,Positiv
37269855,11,0.7814,11,Positiv
37273260,30,0.785,50,Positiv
37273375,7,0.6616,7,Positiv
37294684,30,0.5604,80,Positiv
37310245,14,0.7261,14,Positiv
37317977,30,0.6855,161,Positiv
37323880,30,0.8709,49,Positiv
37383980,30,0.8227,173,Positiv
37423505,30,0.8206,68,Positiv
37449643,30,0.8245,308,Positiv
37467463,11,0.6461,11,Positiv
37487240,30,0.7891,64,Positiv
37488944,30,0.7404,51,Positiv
37507537,2,0.9009,2,Positiv
37524272,30,0.7077,52,Positiv
37527425,30,0.6376,257,Positiv
37549344,30,0.8019,33,Positiv
37558304,30,0.8475,227,Positiv
37619691,30,0.6895,188,Positiv
37625951,30,0.7641,87,Positiv
37627197,30,0.823,70,Positiv
37644936,30,0.6128,202,Positiv
37717791,30,0.5972,195,Positiv
37771878,30,0.591,40,Positiv
37781727,30,0.5791,64,Positiv
37845263,19,0.7031,19,Positiv
37912961,30,0.8418,30,Positiv
37952791,30,0.7061,376,Positiv
37960718,6,0.4947,6,Positiv
37963640,30,0.6635,38,Positiv
37966021,30,0.8552,321,Positiv
37985367,30,0.8882,117,Positiv
37991835,30,0.58,200,Positiv
38010425,30,0.8169,82,Positiv
38057886,30,0.8371,146,Positiv
38058151,30,0.5575,136,Positiv
38061188,30,0.8468,152,Positiv
38065098,30,0.7173,198,Positiv
38127536,30,0.8488,40,Positiv
38142220,14,0.7595,14,Positiv
38142223,7,0.8297,7,Positiv
38142227,2,-0.7636,2,Negativ
38142229,4,0.6263,4,Positiv
38142232,3,0.8426,3,Positiv
38142233,1,0.9936,1,Positiv
38143148,30,0.8488,253,Positiv
38178217,30,0.8198,91,Positiv
38198732,12,0.5876,12,Positiv
38221539,30,0.8182,110,Positiv
38234541,30,0.7187,183,Positiv
38250229,30,0.7412,178,Positiv
38255276,12,0.8218,12,Positiv
38276819,27,0.7452,27,Positiv
38346795,30,0.9304,67,Positiv
38347430,30,0.8418,179,Positiv
38347702,30,0.5133,41,Positiv
38379567,30,0.8367,120,Positiv
38404050,30,0.8408,73,Positiv
38418688,11,0.8727,11,Positiv
38445167,30,0.8138,258,Positiv
38488321,30,0.724,137,Positiv
38533715,30,0.7054,60,Positiv
38544025,30,0.7992,204,Positiv
38572215,30,0.7468,43,Positiv
38591758,30,0.7832,223,Positiv
38632140,30,0.8086,37,Positiv
38657010,15,0.5784,15,Positiv
38657023,30,0.8055,89,Positiv
38657051,30,0.6988,79,Positiv
38662896,30,0.5427,113,Positiv
38686169,30,0.7592,201,Positiv
38695405,10,0.767,10,Positiv
38700384,30,0.8692,159,Positiv
38719492,30,0.7695,133,Positiv
38739270,30,0.8394,272,Positiv
38739293,30,0.8134,155,Positiv
38767256,30,0.6204,33,Positiv
38828870,30,0.6547,61,Positiv
38840822,30,0.7678,45,Positiv
38861066,30,0.7925,152,Positiv
38862210,30,0.3706,121,Positiv
38900518,30,0.7257,77,Positiv
38913948,25,0.5736,25,Positiv
38924227,30,0.769,206,Positiv
38966912,30,0.6416,62,Positiv
38978156,30,0.9084,227,Positiv
38986728,30,0.7568,305,Positiv
38996500,30,0.6921,292,Positiv
39017508,30,0.7642,45,Positiv
39041083,30,0.8677,71,Positiv
39051706,30,0.572,163,Positiv
39082805,30,0.838,76,Positiv
39096792,30,0.7879,156,Positiv
39122645,30,0.9007,269,Positiv
39142220,27,0.512,27,Positiv
39143776,30,0.6225,188,Positiv
39160161,26,0.7731,26,Positiv
39186312,30,0.7642,47,Positiv
39187127,30,0.7049,44,Positiv
39220537,30,0.8151,132,Positiv
39220783,4,0.8378,4,Positiv
39222254,30,0.7052,80,Positiv
39223417,30,0.6858,72,Positiv
39245986,30,0.6765,226,Positiv
39260823,4,0.0974,4,Positiv
39266195,30,0.759,34,Positiv
39268895,24,0.5667,24,Positiv
39269332,30,0.7697,54,Positiv
39270056,30,0.8748,160,Positiv
39308984,30,0.7201,142,Positiv
39335562,16,0.8886,16,Positiv
39386786,30,0.847,238,Positiv
39389344,30,0.6218,167,Positiv
39476339,30,0.782,416,Positiv
39502055,30,0.7867,30,Positiv
39502977,30,0.833,310,Positiv
39519330,30,0.6416,113,Positiv
39523069,30,0.7995,179,Positiv
39545206,30,0.7992,62,Positiv
39547230,13,0.7771,13,Positiv
39563671,30,0.8233,253,Positiv
39592307,30,0.7361,230,Positiv
39592640,30,0.8628,168,Positiv
39646268,30,0.712,52,Positiv
39648588,30,0.5984,145,Positiv
39663476,30,0.8105,57,Positiv
39672267,30,0.7617,98,Positiv
39672507,30,0.7067,147,Positiv
39681161,12,0.4382,12,Positiv
39689435,30,0.8752,391,Positiv
39691592,30,0.6038,47,Positiv
39725546,30,0.7072,660,Positiv
39727693,30,0.8153,70,Positiv
39740506,30,0.7395,565,Positiv
39741718,30,0.7204,173,Positiv
39745342,30,0.6633,603,Positiv
39745551,21,0.7508,21,Positiv
39762181,30,0.6822,207,Positiv
39815907,30,0.8404,254,Positiv
39879925,30,0.7867,70,Positiv
39880240,30,0.8656,114,Positiv
39900218,30,0.8578,71,Positiv
39904851,2,0.0288,2,Neutral
39909247,6,0.3967,6,Positiv
39910056,30,0.5959,121,Positiv
39943378,30,0.7901,162,Positiv
40047108,9,0.8905,9,Positiv
40075438,24,0.904,24,Positiv
40076078,15,0.8205,15,Positiv
40077139,30,0.7741,178,Positiv
40081498,30,0.6987,251,Positiv
40099238,30,0.7925,292,Positiv
40100931,19,0.5068,19,Positiv
40101015,30,0.7429,109,Positiv
40101378,30,0.7315,183,Positiv
40115127,30,0.7627,46,Positiv
40124047,30,0.7771,102,Positiv
40128519,30,0.7217,97,Positiv
40133557,16,0.7684,16,Positiv
40137150,30,0.749,33,Positiv
40167402,30,0.6878,342,Positiv
40190092,30,0.5873,206,Positiv
40227696,30,0.8565,96,Positiv
40248800,30,0.6311,258,Positiv
40250735,30,0.8244,134,Positiv
40298019,11,0.8023,11,Positiv
40312900,30,0.7516,133,Positiv
40334048,30,0.877,175,Positiv
40335808,30,0.7347,65,Positiv
40346302,5,0.9503,5,Positiv
40360437,30,0.6942,252,Positiv
40366844,30,0.8526,70,Positiv
40387749,30,0.8724,64,Positiv
40397495,30,0.628,274,Positiv
40436112,24,0.7448,24,Positiv
40436417,30,0.7046,225,Positiv
40457409,30,0.8071,43,Positiv
40484993,5,0.9063,5,Positiv
40488088,8,0.9536,8,Positiv
40488289,7,0.9437,7,Positiv
40488302,7,0.9356,7,Positiv
40488400,4,0.8378,4,Positiv
40488486,8,0.8838,8,Positiv
40496514,30,0.7929,166,Positiv
40506112,30,0.8213,121,Positiv
40574186,16,0.7367,16,Positiv
40577304,30,0.7933,200,Positiv
40585251,30,0.6803,115,Positiv
40587048,30,0.6715,42,Positiv
40602518,30,0.8143,57,Positiv
40604211,30,0.6902,76,Positiv
40630867,1,0.7728,1,Positiv
40671240,18,0.8932,18,Positiv
40691624,1,0.8919,1,Positiv
40699800,30,0.7515,220,Positiv
40717258,30,0.6983,92,Positiv
40742147,16,0.7875,16,Positiv
40832377,30,0.8346,38,Positiv
40850422,30,0.8298,47,Positiv
40851145,30,0.678,60,Positiv
40852678,13,0.6448,13,Positiv
40852929,30,0.8694,60,Positiv
40856399,30,0.829,91,Positiv
40857556,22,0.7294,22,Positiv
40857822,10,0.7623,10,Positiv
40858002,30,0.9116,82,Positiv
40858204,30,0.7709,78,Positiv
40886771,9,0.7428,9,Positiv
40888071,29,0.6357,29,Positiv
40888859,30,0.7658,102,Positiv
40913085,24,0.8097,24,Positiv
40970007,30,0.7748,126,Positiv
40998541,4,0.8697,4,Positiv
40998851,4,0.7658,4,Positiv
40999048,6,0.5721,6,Positiv
40999563,10,0.5892,10,Positiv
40999665,3,0.9508,3,Positiv
41018845,14,0.8621,14,Positiv
41029920,21,0.7534,21,Positiv
41054545,30,0.753,32,Positiv
41060911,30,0.7486,140,Positiv
41064428,30,0.8291,74,Positiv
41071039,17,0.6848,17,Positiv
41077073,30,0.8152,131,Positiv
41078204,30,0.6613,55,Positiv
41334719,30,0.7858,144,Positiv
41417991,30,0.8317,186,Positiv
41423180,30,0.8156,337,Positiv
41426471,30,0.7119,57,Positiv
41471895,30,0.7868,94,Positiv
41525448,29,0.6647,29,Positiv
41527087,30,0.8554,47,Positiv
41527739,30,0.737,116,Positiv
41555071,30,0.8035,507,Positiv
41584934,9,0.6817,9,Positiv
41601446,23,0.7126,23,Positiv
41603695,30,0.651,156,Positiv
41610605,10,0.6341,10,Positiv
41611543,30,0.6704,77,Positiv
41634798,30,0.8334,97,Positiv
41652997,30,0.7185,38,Positiv
41656059,14,0.8447,14,Positiv
41658453,7,0.3686,7,Positiv
41681161,30,0.7526,87,Positiv
41708486,30,0.7709,180,Positiv
41730922,30,0.8195,209,Positiv
41738101,30,0.7524,136,Positiv
41762912,30,0.6015,38,Positiv
41792018,30,0.7402,107,Positiv
41805457,30,0.827,177,Positiv
41815284,7,0.9227,7,Positiv
41834628,30,0.8706,100,Positiv
41835491,30,0.8889,186,Positiv
41875918,23,0.7824,23,Positiv
41892911,30,0.666,50,Positiv
41893032,30,0.7659,167,Positiv
41893600,30,0.731,99,Positiv
41894237,30,0.8326,41,Positiv
41900902,1,0.9856,1,Positiv
41901107,30,0.8376,41,Positiv
41903342,30,0.8053,77,Positiv
41909638,30,0.8762,294,Positiv
41928961,30,0.8069,44,Positiv
41930248,30,0.7007,146,Positiv
41956876,14,0.8526,14,Positiv
41990076,30,0.7697,186,Positiv
41994351,30,0.709,162,Positiv
42007271,30,0.7603,83,Positiv
42007725,30,0.696,106,Positiv
42028149,12,0.8189,12,Positiv
42029279,14,0.788,14,Positiv
42029737,30,0.7607,33,Positiv
42030196,19,0.793,19,Positiv
42030943,30,0.682,66,Positiv
42032443,5,0.2988,5,Positiv
42058551,30,0.8451,212,Positiv
42084736,30,0.7768,52,Positiv
42104255,30,0.7729,73,Positiv
42117331,30,0.6248,116,Positiv
42172007,30,0.702,100,Positiv
42172556,30,0.8257,73,Positiv
42187090,30,0.5529,57,Positiv
42189225,30,0.7094,83,Positiv
42191936,30,0.7745,168,Positiv
42195610,16,0.5766,16,Positiv
42202393,30,0.6762,124,Positiv
42218212,30,0.7557,30,Positiv
42218709,30,0.686,110,Positiv
42220840,2,0.956,2,Positiv
42221724,30,0.8859,159,Positiv
